Epoch,Train_Loss,Train_Accuracy,Test_Loss,Test_Accuracy
1,2.0865868924523863,22.764,1.799096645116806,32.63
2,1.805565703250563,32.596,1.7208806145191193,34.35
3,1.6726442029713975,37.624,1.5723954916000367,41.63
4,1.5582193059994436,42.738,1.589951069355011,41.66
5,1.445604777092214,47.748,1.3444614541530608,50.37
6,1.3617770897457973,50.562,1.3090726280212401,51.58
7,1.2866000437065768,53.66,1.5176369833946228,46.13
8,1.2221931287699648,56.09,1.2817195302248001,54.76
9,1.1690349891362593,58.204,1.0828109043836593,61.33
10,1.1203279240661874,59.856,1.0318044316768646,62.42
11,1.0753824087360022,61.802,1.0024269968271255,63.9
12,1.0464701710454642,63.026,0.9959829622507095,64.46
13,1.0096088504547354,64.16,1.1433262538909912,61.18
14,0.975017637700376,65.202,0.9524614888429642,66.24
15,0.9518720062492448,66.324,0.8937205922603607,68.72
16,0.9269730668238667,67.324,0.9219692665338516,67.4
17,0.9023909358417287,68.222,0.9935534167289733,66.19
18,0.8766061123984549,69.14,0.891961064338684,69.86
19,0.8482226776649885,70.26,0.7975993919372558,71.93
20,0.8362147855331831,70.594,0.7919446134567261,72.33
21,0.8121329436216818,71.546,0.7426244139671325,74.2
22,0.7949894123979847,72.22,0.7598957693576813,73.77
23,0.7758258485123325,72.914,0.7148884537816048,75.74
24,0.7629458256389784,73.418,0.9516907685995102,68.52
25,0.7470455392242392,74.086,0.7500296193361282,74.55
26,0.7363817396066378,74.29,0.7024065247178077,76.7
27,0.7175123185452903,75.154,0.6703233170509338,76.91
28,0.7056117059324708,75.542,0.6892596566677094,76.19
29,0.696159849005282,75.93,0.6569984281063079,77.77
30,0.6842080905766743,76.264,0.6940622946619988,76.4
31,0.6724533503470214,76.676,0.6231058490276337,78.96
32,0.6675376201529637,76.994,0.6320558175444603,78.76
33,0.6528517716680952,77.556,0.5990828993916512,79.4
34,0.6504554448225309,77.586,0.5874999237060546,79.76
35,0.6373236643536316,77.796,0.6027851912379265,79.48
36,0.626992314672836,78.322,0.6201387527585029,78.77
37,0.6227537941597306,78.582,0.5795879659056663,80.37
38,0.6134661216565105,78.928,0.6245220327377319,79.36
39,0.6053250907632091,78.936,0.6112985968589782,79.65
40,0.5987489193754123,79.164,0.6036408770084382,80.24
41,0.5905457409598943,79.386,0.6431773462891579,78.46
42,0.5903229887985513,79.646,0.5692945799231529,80.84
43,0.5800610369885973,79.886,0.5979287403821946,79.93
44,0.577754744102278,80.054,0.5384042984247208,81.67
45,0.5672510541461008,80.352,0.5525101485848427,81.24
46,0.5628732655511792,80.496,0.6173997494578362,78.86
47,0.553989612080557,80.88,0.5857050198316575,80.21
48,0.5530716930813802,80.974,0.5805918300151824,79.8
49,0.5502523687641944,81.068,0.5573161461949349,81.73
50,0.5399948943911306,81.264,0.5525209772586822,81.39
51,0.5003407814771014,82.702,0.4617474840581417,84.0
52,0.49068441384893546,83.144,0.4583850711584091,83.99
53,0.4917830064168672,83.2,0.45384648829698565,84.34
54,0.4836633581182231,83.378,0.4551159705221653,84.31
55,0.4843415740658255,83.236,0.45700647309422493,84.19
56,0.4840455820493381,83.444,0.45382764503359796,84.43
57,0.4852043313291067,83.22,0.45350544422864913,84.43
58,0.48420797177897695,83.392,0.45041408970952035,84.22
59,0.48091122378473694,83.498,0.4528396888077259,84.39
60,0.47829108668105375,83.44,0.45252843558788297,84.46
61,0.48020860430834544,83.438,0.45584540754556657,84.35
62,0.4815578791491516,83.388,0.44619900196790696,84.73
63,0.48193576459384635,83.432,0.45272929325699807,84.42
64,0.47455170994524454,83.696,0.4512166166305542,84.51
65,0.47793129749615176,83.562,0.44840043619275094,84.59
66,0.4799255907078228,83.468,0.45089459165930745,84.48
67,0.4807514099361342,83.544,0.45412399679422377,84.34
68,0.4738389004374404,83.57,0.44736132249236105,84.65
69,0.47320811629600235,83.848,0.44842056527733803,84.61
70,0.47769758981816907,83.48,0.45256148353219033,84.44
71,0.4729139875725407,83.674,0.4459149652719498,84.65
72,0.47343814525457906,83.77,0.4457380118966103,84.55
73,0.4726722157748459,83.63,0.44776528581976893,84.52
74,0.47081558227234177,83.738,0.4501318569481373,84.36
75,0.46502922723055495,84.044,0.44614229470491407,84.8
76,0.46423971226148286,83.898,0.44304255038499835,84.81
77,0.4657299555933384,83.804,0.44372635692358015,84.7
78,0.46131997050531687,84.224,0.44509160131216047,84.81
79,0.46820694490162,83.622,0.44314121291041375,84.7
80,0.46408272788042915,84.096,0.44375115364789963,84.63
81,0.46364647576876006,84.024,0.4433664333820343,84.71
82,0.46434301419941054,84.134,0.44566607266664504,84.65
83,0.4621797734514222,83.972,0.4450731186568737,84.72
84,0.4658930565390136,83.948,0.44604736417531965,84.53
85,0.4633070501067754,84.014,0.4424269522726536,84.68
86,0.45943425569083074,84.22,0.44505724996328355,84.73
87,0.4624281335822152,84.13,0.4440713451802731,84.7
88,0.4640695663059459,83.822,0.44589905872941016,84.76
89,0.46540534999364475,83.812,0.44431019961833956,84.77
90,0.46326118410395845,84.02,0.4430353319644928,84.8
