Training Loss,Training Accuracy,Test Accuracy
1.18248958829083,0.581256,0.5452600000000001
1.1734443036815791,0.587836,0.54874
1.1614774402183823,0.580224,0.54082
1.1761762377582017,0.555156,0.51872
1.1647257816942433,0.5929679999999999,0.55058
1.1482415851158436,0.5973919999999999,0.55338
1.1675663428970529,0.599136,0.55496
1.1506313106681727,0.6191319999999999,0.57348
1.1344353905206999,0.5901200000000001,0.54722
1.144954021067559,0.599584,0.5546599999999999
1.1272551548631884,0.5952279999999999,0.5523999999999999
1.1343123001388355,0.589296,0.5466599999999999
1.126737374897245,0.577792,0.5394
1.1247328577162345,0.595372,0.5510599999999999
1.1182143766668773,0.5826960000000001,0.53852
1.1201012768322909,0.59236,0.54954
1.1156597378887707,0.6151920000000001,0.56702
1.1275140834760058,0.6166280000000001,0.5678799999999999
1.101051099994515,0.5987199999999999,0.5522199999999999
1.0990068990972972,0.604612,0.55304
1.0904500792298142,0.595208,0.5480600000000001
1.1106000550185575,0.612052,0.55932
1.092231423341775,0.591512,0.54868
1.0793144431295276,0.62314,0.57184
1.0906150781655612,0.592888,0.54264
1.0840889725504046,0.6198080000000001,0.56606
1.073772594596766,0.59798,0.54588
1.0806353098229518,0.6123000000000001,0.56172
1.0728444220144537,0.619016,0.56374
1.0608119071284428,0.62556,0.56884
1.0695452098604998,0.6083399999999999,0.55606
1.0788274233854271,0.611332,0.55684
1.0488860516608516,0.639864,0.57822
1.0549635114549083,0.633912,0.5749
1.0574322471135778,0.626604,0.5702999999999999
1.0475595691536044,0.6439160000000002,0.58082
1.0523403698884988,0.6360680000000001,0.57576
1.030695270586617,0.6422640000000001,0.57826
1.0422694544248943,0.641176,0.57614
1.0355577203291886,0.625388,0.564
1.0222292103344877,0.6261,0.5651
1.017216106607944,0.67114,0.5961000000000001
1.0407373404201077,0.6432559999999999,0.57394
1.0174624756921697,0.6355479999999999,0.57178
1.009259596957436,0.638308,0.57138
0.9932018183454682,0.648848,0.58186
1.0055461859401271,0.663532,0.5894199999999999
1.0060154890712305,0.6164080000000001,0.55384
0.9806038264986836,0.655164,0.58468
0.9957370287255397,0.6498520000000001,0.57756
0.9853951937035671,0.640016,0.57214
1.0057794329486318,0.647228,0.5748800000000001
0.9751188845574099,0.649108,0.5781799999999999
0.9829759271838997,0.638916,0.57066
0.9876932639109938,0.6634119999999999,0.59056
0.9797106610068792,0.655248,0.57938
0.9750114839288253,0.660124,0.58456
0.9516501318050339,0.6827599999999999,0.59836
0.9778416995760761,0.637244,0.56684
0.9557183434691612,0.669424,0.58972
0.9609621953360644,0.6644120000000001,0.58524
0.9608015531226056,0.641364,0.56794
0.9365807315971278,0.671652,0.58868
0.9620929428293739,0.666388,0.583
0.9274239274519902,0.6651079999999999,0.58412
0.9528068313115762,0.659232,0.5800799999999999
0.9424325158324424,0.628992,0.5541400000000001
0.9455027362968349,0.6663640000000001,0.58284
0.9157382904728756,0.6692,0.5854
0.9457004619550101,0.6714600000000001,0.58636
0.9065151969088786,0.651036,0.5710200000000001
0.9142082944700984,0.683532,0.59368
0.9368884641912916,0.671308,0.5839799999999999
0.916886464855339,0.683228,0.59282
0.883351609073108,0.647204,0.56536
0.9201165501075456,0.6513000000000001,0.56424
0.8901403421088108,0.6830839999999999,0.5912200000000001
0.8932428637637371,0.684652,0.58766
0.8881117983709409,0.6868399999999999,0.5932
0.9128089108044589,0.7110920000000001,0.6094199999999999
0.9068394817883454,0.661844,0.57694
0.8798262137400955,0.6970839999999999,0.59794
0.8983110077773465,0.6839359999999999,0.5871000000000001
0.86504642993589,0.710152,0.60446
0.8688487879837614,0.7087559999999999,0.60106
0.8874272811261911,0.684092,0.58718
0.8677922894683067,0.677752,0.5820000000000001
0.8442839109444921,0.68112,0.58542
0.8466804407819918,0.6972160000000001,0.592
0.8540770790244958,0.7109479999999999,0.6051
0.8577052834667738,0.688316,0.5848600000000002
0.8638289041157008,0.7018600000000002,0.5940000000000001
0.8440762254256233,0.6944519999999998,0.59258
0.8661009559148471,0.717516,0.60122
0.8151509556589247,0.715932,0.6008799999999999
0.853835318963739,0.68326,0.58036
0.8363074375104296,0.728676,0.60822
0.8168220870102505,0.725104,0.6124799999999999
0.8182125194163261,0.709712,0.59808
0.839300002327448,0.7427560000000001,0.6177599999999999
0.8247891951210892,0.721368,0.6043200000000001
0.8292788777170301,0.7360279999999999,0.61154
0.8016892716854431,0.7122080000000001,0.59586
0.7896020158936705,0.6983599999999999,0.5908200000000001
0.7866796982439261,0.665632,0.5605600000000001
0.8084054138087015,0.7386440000000001,0.60944
0.8206097753742073,0.6927760000000001,0.5789199999999999
0.8048304388794715,0.705192,0.58882
0.7773088521595244,0.6791360000000001,0.5757599999999999
0.7844741917863677,0.7116399999999999,0.5927999999999999
0.7818412883372248,0.726068,0.6011599999999999
0.7781004628048667,0.727192,0.60196
0.7884813187997552,0.7085520000000001,0.5853
0.742823157733,0.737608,0.6072
0.7927139439160311,0.733096,0.60042
0.7421973717363574,0.715708,0.59212
0.8031158139434043,0.720268,0.59374
0.7457591606091849,0.747136,0.61222
0.7534105922602402,0.722488,0.59162
0.7383564617060407,0.743872,0.60978
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
,0.1,0.1
