epoch,loss,accuracy
1,2.1161144733428956,0.1284
2,2.12268393834432,0.1549
3,2.1231519858042405,0.1855
4,2.1192069689432778,0.2155
5,2.1191690286000573,0.2514
6,2.1186325391133627,0.2895
7,2.1172407627105714,0.3312
8,2.115989844004313,0.3671
9,2.1150407950083414,0.4061
10,2.1133264541625976,0.4488
11,2.1130369981129964,0.4814
12,2.1121646722157794,0.5103
13,2.1121812820434567,0.536
14,2.1103116035461427,0.5557
15,2.110490767161051,0.5768
16,2.1088215351104735,0.5921
17,2.1082282066345215,0.6044
18,2.1070011774698894,0.6153
19,2.106393496195475,0.6266
20,2.1070284207661945,0.6344
21,2.104705015818278,0.6425
22,2.1052687803904213,0.6504
23,2.1033749421437578,0.6579
24,2.102137247721354,0.6619
25,2.102508608500163,0.6659
26,2.101640462875366,0.6695
27,2.0998404820760093,0.6735
28,2.100685628255208,0.6764
29,2.099313799540202,0.6793
30,2.0981987158457436,0.6809
31,2.0967485268910724,0.6832
32,2.0976701736450196,0.6836
33,2.095959250132243,0.687
34,2.095188585917155,0.687
35,2.094208733240763,0.6874
36,2.0934139092763266,0.6883
37,2.0927600224812823,0.6883
38,2.0923167069753013,0.6915
39,2.0908140182495116,0.691
40,2.0893937587738036,0.6912
41,2.089787228902181,0.6921
42,2.088376808166504,0.6938
43,2.0863400300343833,0.6938
44,2.0881495475769047,0.6942
45,2.086252927780152,0.6946
46,2.084389034907023,0.6937
47,2.085339132944743,0.6915
48,2.083166313171387,0.6936
49,2.0842958609263103,0.6939
50,2.0809137821197514,0.6939
51,2.0812530676523844,0.6942
52,2.080897092819214,0.6959
53,2.0789720853169764,0.6927
54,2.078038024902344,0.6949
55,2.078585433959961,0.6943
56,2.0763269106547035,0.6931
57,2.0759838740030925,0.6947
58,2.075766944885254,0.6937
59,2.0738587220509843,0.6936
60,2.0742498715718587,0.6935
61,2.0728347460428873,0.6922
62,2.0727709770202636,0.6931
63,2.0722721099853514,0.6941
