Epoch,Train_Loss,Test_Loss,Test_Accuracy
1,2.853991296738386,2.3057072830200194,0.1
2,2.226571370363236,2.3119714760780337,0.0975
3,2.437813937664032,2.3140534925460816,0.1001
4,2.161433315873146,2.3114478826522826,0.1008
5,2.3554086524248126,2.3005319833755493,0.1075
6,2.2174189710617065,2.319007577896118,0.1186
7,2.1966361923515794,2.2902489829063417,0.1385
8,2.3391560339927677,2.3137538266181945,0.114
9,2.184984157979488,2.308053319454193,0.1128
10,2.2410741290450096,2.3023706579208376,0.1302
11,2.210586789101362,2.269309434890747,0.1437
12,2.2451635450124745,2.2995069193840028,0.126
13,2.1860893163084985,2.290542743206024,0.121
14,2.2068118938803676,2.2820663166046145,0.1209
15,2.2570878502726552,2.3148786878585814,0.1075
16,2.1673537981510163,2.3140848231315614,0.1053
17,2.2630793264508253,2.2994731950759886,0.1003
18,2.213873068392277,2.3225007009506227,0.1003
19,2.1624748528003694,2.2846832203865053,0.1108
20,2.208284230828285,2.2989556980133057,0.102
21,2.1840444815158846,2.316698396205902,0.1005
22,2.173041113615036,2.316271381378174,0.1017
23,2.168085708320141,2.3069630312919616,0.1084
24,2.157700299024582,2.294384548664093,0.1018
25,2.204063827097416,2.2893927359580992,0.1066
26,2.1720869112014776,2.2978779220581056,0.1065
27,2.1272131979465483,2.2904208636283876,0.0981
28,2.1737236148118972,2.2942405128479004,0.1058
29,2.160240635275841,2.295889973640442,0.1081
30,2.1240292298793793,2.287407970428467,0.124
31,2.124942292720079,2.295710961818695,0.114
32,2.1455674323439604,2.2933275055885316,0.1142
33,2.1683063381910324,2.305275037288666,0.099
34,2.140341743528843,2.3006758975982664,0.1075
35,2.1221610581874844,2.2968640160560607,0.096
36,2.1438895139098166,2.310838882923126,0.1016
37,2.1448413738608365,2.2971949481964113,0.098
38,2.162708510756493,2.3058041596412657,0.1046
39,2.124373711049557,2.3173082637786866,0.1056
40,2.181393756568432,2.324203464984894,0.1167
41,2.14076429694891,2.312578036785126,0.1122
42,2.1619917798042296,2.298562698364258,0.1059
43,2.1380753102898598,2.2996386432647706,0.1046
44,2.101719359010458,2.307792856693268,0.1183
45,2.1687555502355105,2.3056819558143617,0.092
46,2.1396157553792006,2.2823406887054443,0.1081
47,2.08645314514637,2.3020934891700744,0.1298
48,2.0910389190912246,2.284489827156067,0.1297
49,2.0982752233743667,2.2848513197898863,0.1496
50,2.1586832880973814,2.2761125135421754,0.1304
51,2.0599013033509257,2.2936890959739684,0.1053
52,2.0645113906264307,2.2757386326789857,0.1404
53,2.1449382489919664,2.3021111845970155,0.1306
54,2.1660794296860697,2.3197216796875,0.1097
55,2.101631001234055,2.3062052297592164,0.0931
56,2.1155039615929123,2.343362727165222,0.1506
57,2.211637558341026,2.3220556712150575,0.0983
58,2.092943463772536,2.323228304386139,0.1443
59,2.0669114865362643,2.312422876358032,0.1078
60,2.157020682990551,2.279973690509796,0.1064
61,2.032831805050373,2.2770022845268247,0.1575
62,2.0991441315412525,2.3001435089111326,0.1194
63,2.0628207391500473,2.3206307077407837,0.1152
64,2.104222071766853,2.291923179626465,0.1248
65,2.096713781654835,2.2385734152793884,0.1544
66,2.0588285598158835,2.293448259830475,0.1306
67,2.0512796688079837,2.321463074684143,0.155
68,2.04332471370697,2.2748849177360535,0.1653
69,2.091682945042849,2.2400965595245363,0.1676
70,2.1123246479034425,2.297436730861664,0.1241
71,2.031051425933838,2.2517760133743288,0.1899
72,2.0845460256934167,2.283295953273773,0.1774
73,2.107013638019562,2.2786131286621094,0.1358
74,2.0879111739993097,2.246925022602081,0.173
75,2.0178349694609645,2.2978204441070558,0.1319
76,2.0548630914092065,2.266890699863434,0.1886
77,2.0812363293766976,2.2754947447776797,0.1448
78,2.0365610098838807,2.2386026430130004,0.1864
79,2.0422908353805544,2.2668233036994936,0.1627
80,2.0697762343287467,2.2594795083999633,0.1495
81,2.0242141050100324,2.2226263236999513,0.1837
82,2.050935803949833,2.2334243941307066,0.1881
83,2.0415640279650686,2.2183600091934204,0.1833
84,2.07228204369545,2.2647973704338074,0.1679
85,2.0105013960599902,2.1747354006767274,0.2037
86,2.0389697580039505,2.129308617115021,0.201
87,2.0070575305819514,2.143485686779022,0.1953
88,2.0157764583826068,2.151261479854584,0.1835
89,2.10601802021265,2.155527904033661,0.2115
90,2.007965824007988,2.150586121082306,0.1857
91,1.99272332072258,2.125254036188126,0.2016
92,2.047026840597391,2.1417288756370545,0.2115
93,2.03154823333025,2.1164026737213133,0.228
94,2.0110410512983803,2.0832010555267333,0.2277
95,2.017718132138252,2.0548248064517973,0.2383
96,2.031908306181431,2.112164466381073,0.2151
97,2.047456568032503,2.0816791427135466,0.2221
98,2.0123087906837465,2.04884978055954,0.2389
99,1.9911636881530281,2.050671019554138,0.2207
100,2.0114644798636436,2.0674329841136934,0.2206
101,1.9810291469097137,2.010465980768204,0.2349
102,1.9923463632166385,2.0219371473789214,0.2305
103,2.011850522607565,2.062692242860794,0.2054
104,2.0490331488847735,2.041845372915268,0.2184
105,1.9855427297949793,2.0323761105537415,0.2378
106,1.9914370924234386,2.005861212015152,0.242
107,2.0301557144522673,2.013912912607193,0.2265
108,1.9657215343415735,1.9929439198970795,0.2468
109,2.0210564136505127,1.9983658051490785,0.2518
110,2.0202496539056303,1.9897117185592652,0.2787
111,1.9782669585943224,1.9851139664649964,0.2642
112,1.9287892889976497,1.954487247467041,0.2883
113,2.0248337218165395,1.9507758188247681,0.261
114,2.0013892474770545,1.9590775239467622,0.2458
115,1.9546365122497087,1.938743807077408,0.2618
116,1.9766061472892762,1.943070422410965,0.2783
117,2.0047933572530745,1.94567636013031,0.2802
118,1.9601523903012272,1.9296344029903412,0.2824
119,2.01264652594924,1.9646344816684722,0.2729
120,1.9949954885244368,1.9535220599174499,0.2704
121,1.996546720415354,1.9211981964111329,0.2835
122,1.9671537020802496,1.9418961167335511,0.2939
123,1.975370536148548,1.9625543928146363,0.299
124,1.9711904321610931,1.9174253678321838,0.3074
125,1.968088250756264,1.9294222843647004,0.2916
126,1.965353179723024,1.9160377514362334,0.3298
127,1.9717275290191179,1.9585135984420776,0.3034
128,1.9347158491611485,1.9595511615276338,0.2849
129,1.9918784102797509,1.9700531780719757,0.2764
130,1.9318723212182523,1.946626331806183,0.2938
131,2.0087987940013408,1.9448875868320465,0.2683
132,1.9760119654238217,1.9332263219356536,0.2829
133,1.931257943660021,1.9140311300754547,0.2925
134,1.9664744494855406,1.9643168210983277,0.2966
135,1.9777225010097026,1.973710403442383,0.2663
136,1.934477116763592,1.9300052881240846,0.293
137,1.9652765654027462,1.9104953134059905,0.3294
138,1.9897348877787588,1.919425231218338,0.3203
139,1.9452996008098125,1.9034371626377107,0.3087
140,1.9452872113883497,1.868181334733963,0.3321
141,1.9180616252124305,1.8686741077899933,0.3201
142,1.9280013789236545,1.8608695983886718,0.3294
143,1.9417099532485007,1.8689760875701904,0.3481
144,1.9839935182034971,1.9338373172283172,0.3328
145,1.9525420847535133,1.8986712777614594,0.3527
146,1.898669302612543,1.8812314808368682,0.3552
147,1.918742173910141,1.8630865848064422,0.3601
148,1.9597718708217144,1.8793322598934175,0.3462
149,1.9635596603155137,1.8957153499126433,0.3409
150,1.9069129928946496,1.900010792016983,0.3527
151,1.94468585729599,1.9236175072193147,0.3148
152,1.9321975234150888,1.8647061264514924,0.3392
153,1.9136733789741995,1.8381208050251008,0.3486
154,1.8958545789122578,1.85978910446167,0.3522
155,1.9416816276311875,1.83517449259758,0.3498
156,1.891897471249104,1.8638078320026397,0.3625
157,1.9752712686359881,1.8384859037399293,0.3439
158,1.9543655352294445,1.866757687330246,0.3235
159,1.8974127849936486,1.834458179473877,0.3391
160,1.9328927560150624,1.8963356018066406,0.3217
161,1.9485722640156748,1.867665148973465,0.3211
162,1.9058152732253073,1.8228189373016357,0.3455
163,1.8919119137525562,1.8143077301979065,0.3489
164,1.9248623360693458,1.81168252825737,0.3736
165,1.9112885934114452,1.8157822239398955,0.3708
166,1.9094002050161358,1.7970732188224792,0.3825
167,1.8935686950385573,1.7612605023384094,0.377
168,1.8828600463271143,1.8142993354797363,0.3763
169,1.9380508683621884,1.8174179434776305,0.3656
170,1.9116596199572087,1.815354505777359,0.3653
171,1.878607293516397,1.7989329934120177,0.3656
172,1.8741743072867394,1.8485398983955383,0.3399
173,1.893259040117264,1.7768210911750792,0.3772
174,1.9004800944030287,1.7725666999816894,0.3772
175,1.8801856002211572,1.822772251367569,0.341
176,1.8927349886298177,1.8047958815097809,0.3704
177,1.9004267789423466,1.844710978269577,0.3297
178,1.8861042533814907,1.7865910243988037,0.3791
179,1.886892855018377,1.8054072332382203,0.382
180,1.8540731240808963,1.7811154222488403,0.3733
181,1.8411142118275166,1.756350588798523,0.3925
182,1.8670947411656382,1.827574248313904,0.3647
183,1.8478311446309086,1.8132993292808532,0.3666
184,1.9165905581414697,1.7873160457611084,0.3984
185,1.8822698272764682,1.78794860124588,0.4006
186,1.859654506891966,1.77943305850029,0.3711
