Sum_aa1,Diag_aa1,FRSD_aa1,FROZEN_aa1
0.8343,0.8073,0.8246,0.5147
0.8355,0.8068,0.8254,0.5138
0.836,0.8074,0.8249,0.5149
0.8378,0.8075,0.8266,0.5136
0.8381,0.8073,0.8268,0.5153
0.8405,0.8075,0.8261,0.5166
0.8387,0.8073,0.8258,0.5156
0.8398,0.8073,0.8246,0.5159
0.838,0.8077,0.8252,0.5169
0.8408,0.8064,0.8249,0.5161
0.8375,0.8073,0.8261,0.517
0.8401,0.8059,0.8255,0.5155
0.8357,0.8065,0.8259,0.5183
0.839,0.8053,0.8262,0.517
0.8351,0.8056,0.8261,0.5177
0.8371,0.8054,0.8264,0.5151
0.834,0.8054,0.826,0.5164
0.8359,0.8054,0.8252,0.5177
0.8327,0.8051,0.8259,0.5182
0.8353,0.8053,0.8267,0.5181
0.8328,0.8059,0.8278,0.5168
0.8345,0.8054,0.8265,0.5183
0.8319,0.8058,0.8277,0.5197
0.8338,0.8049,0.827,0.5164
0.8314,0.8061,0.8271,0.5173
0.8338,0.8049,0.8273,0.5193
0.8326,0.8064,0.8271,0.5194
0.8339,0.8047,0.8269,0.5186
0.8335,0.8065,0.8283,0.5188
0.836,0.8054,0.8277,0.5189
0.8354,0.8072,0.8281,0.5197
0.8355,0.8069,0.8273,0.5188
0.8361,0.8084,0.8281,0.5179
0.8368,0.8087,0.8277,0.5197
0.8377,0.8087,0.8286,0.521
0.8384,0.8093,0.8281,0.52
0.839,0.8095,0.8285,0.5159
0.8397,0.8093,0.828,0.5214
0.8406,0.8097,0.8286,0.5215
0.8411,0.8102,0.8273,0.5183
0.8427,0.8103,0.8285,0.5151
0.8426,0.81,0.8275,0.5236
0.8428,0.8107,0.8301,0.5219
0.8429,0.8104,0.8282,0.5203
0.8422,0.811,0.8305,0.5169
0.8437,0.8109,0.8294,0.5236
0.8438,0.8118,0.8306,0.5218
0.8449,0.8113,0.8288,0.5201
0.8445,0.8117,0.8308,0.5187
0.8454,0.8115,0.8294,0.5208
0.8445,0.8113,0.8303,0.519
0.8452,0.8116,0.8295,0.5191
0.8447,0.8124,0.8304,0.5175
0.8451,0.8124,0.829,0.5216
0.8444,0.8126,0.8308,0.5221
0.8443,0.8125,0.8298,0.52
0.8424,0.8127,0.8308,0.5201
0.8441,0.8132,0.8294,0.5155
0.8421,0.8129,0.8306,0.5173
0.8435,0.8131,0.8292,0.5188
0.8404,0.8124,0.8297,0.5225
0.8427,0.8126,0.8305,0.5168
0.8413,0.8121,0.8305,0.5206
0.8426,0.8121,0.8302,0.5145
0.8407,0.8119,0.831,0.5223
0.8407,0.8127,0.8304,0.516
0.8384,0.8127,0.832,0.5175
0.838,0.8125,0.8309,0.519
0.8363,0.8128,0.8318,0.526
0.8368,0.8133,0.8308,0.5172
0.8348,0.8132,0.8326,0.5209
0.8356,0.8131,0.8304,0.5166
0.8328,0.8136,0.8316,0.5222
0.8356,0.8131,0.8312,0.5201
0.8312,0.8138,0.8321,0.5223
0.8333,0.8139,0.8313,0.5185
0.8317,0.8142,0.8323,0.5245
0.8329,0.8141,0.832,0.523
0.832,0.8143,0.8319,0.5182
0.8319,0.8151,0.8308,0.5241
0.8344,0.8151,0.8304,0.5237
0.8327,0.815,0.8315,0.5239
0.8335,0.8152,0.8312,0.5227
0.8334,0.8151,0.8311,0.5243
0.8356,0.8146,0.8316,0.5235
0.8325,0.8152,0.8315,0.5254
0.8337,0.8144,0.8315,0.5208
0.8321,0.8161,0.8305,0.5246
0.8351,0.8149,0.8313,0.5246
0.834,0.8152,0.8307,0.527
0.8362,0.8149,0.8307,0.5245
0.8335,0.8147,0.8304,0.524
0.8369,0.8148,0.832,0.5214
0.8348,0.815,0.8303,0.5277
0.8375,0.8151,0.8311,0.5248
0.8365,0.8148,0.8311,0.5243
0.8379,0.8146,0.8323,0.5229
0.839,0.8139,0.8319,0.5255
0.8397,0.8144,0.8339,0.5218
0.8415,0.8148,0.8313,0.5262
0.8414,0.8146,0.8317,0.5276
0.8421,0.8136,0.8304,0.528
0.842,0.8141,0.832,0.5249
0.8428,0.8128,0.8304,0.5246
0.8418,0.8135,0.8327,0.5267
0.8428,0.8124,0.831,0.5264
0.8419,0.8134,0.8328,0.5244
0.8414,0.8124,0.8313,0.5272
0.8403,0.8124,0.8332,0.5268
0.8391,0.8119,0.8313,0.5273
0.8392,0.813,0.8325,0.5229
0.8376,0.8124,0.8313,0.5301
0.838,0.8128,0.834,0.5284
0.8358,0.8122,0.833,0.5308
0.8368,0.8126,0.8325,0.5243
0.8351,0.8125,0.8326,0.5278
0.8356,0.8134,0.8335,0.526
0.8327,0.813,0.8337,0.5311
0.8349,0.8139,0.8357,0.5257
0.8305,0.8142,0.8338,0.5286
0.8346,0.8153,0.8359,0.5275
0.8323,0.8156,0.8341,0.5312
0.8369,0.8156,0.8358,0.5262
0.8334,0.8153,0.8325,0.5311
0.8352,0.8152,0.8353,0.5297
0.8345,0.815,0.8323,0.5332
0.8351,0.8152,0.8345,0.5255
0.8351,0.8163,0.8319,0.5319
0.8374,0.816,0.8344,0.5313
0.8366,0.8163,0.8334,0.5317
0.8388,0.8163,0.8348,0.5253
0.8371,0.8165,0.8336,0.5342
0.8399,0.8164,0.8358,0.5315
0.8389,0.817,0.8327,0.5334
0.841,0.8159,0.8353,0.527
0.8402,0.8165,0.8335,0.5328
0.8417,0.8171,0.8352,0.5307
0.8411,0.8168,0.8334,0.5339
0.8428,0.817,0.8364,0.5249
0.8424,0.8173,0.8342,0.5353
0.8435,0.8178,0.8355,0.5297
0.8421,0.8175,0.8338,0.5342
0.8419,0.8175,0.8364,0.5277
0.841,0.8165,0.8346,0.5366
0.841,0.8168,0.8355,0.5313
0.8401,0.816,0.8337,0.5362
0.8403,0.8162,0.8362,0.5274
0.8385,0.8155,0.8339,0.5379
0.8368,0.8158,0.8359,0.5339
0.8347,0.8156,0.833,0.5346
0.8351,0.816,0.8373,0.531
0.832,0.8158,0.8337,0.5373
0.8323,0.816,0.8361,0.5332
0.8279,0.8159,0.8349,0.5375
0.8313,0.8158,0.8374,0.5311
0.8288,0.8156,0.8345,0.5377
0.83,0.816,0.8379,0.534
0.8264,0.8155,0.8343,0.5359
0.8302,0.8165,0.8369,0.5295
0.8267,0.8165,0.8341,0.5391
0.8314,0.8172,0.837,0.5354
0.8274,0.817,0.8344,0.5371
0.8319,0.8171,0.838,0.5314
0.828,0.8171,0.834,0.5397
0.8352,0.8178,0.8386,0.5355
0.8288,0.8174,0.8345,0.5393
0.8346,0.8178,0.8372,0.5322
0.8287,0.8175,0.8348,0.54
0.8339,0.8181,0.8369,0.5348
0.8307,0.8177,0.8344,0.5393
0.8339,0.8181,0.8382,0.5323
0.8324,0.8175,0.8351,0.5422
0.834,0.8186,0.8371,0.5358
0.8326,0.8182,0.8356,0.5409
0.8348,0.8188,0.8377,0.5322
0.8338,0.8181,0.835,0.5417
0.8365,0.8184,0.8374,0.5359
0.8332,0.8189,0.8351,0.5432
0.8363,0.8186,0.8378,0.5372
0.8364,0.8185,0.8351,0.5429
0.8378,0.8188,0.8385,0.536
0.8368,0.8187,0.8342,0.5416
0.8376,0.8186,0.8387,0.5321
0.8376,0.8184,0.8346,0.5453
0.8383,0.818,0.839,0.5374
0.8367,0.8173,0.8353,0.545
0.8386,0.8176,0.8384,0.5344
0.8369,0.8163,0.8353,0.5461
0.8386,0.8182,0.8386,0.5363
0.8373,0.8155,0.8358,0.5458
0.8393,0.8172,0.8389,0.5346
0.8374,0.814,0.8362,0.5464
0.8385,0.8163,0.839,0.5364
0.8375,0.813,0.8376,0.5455
0.8388,0.8161,0.8393,0.5345
0.8381,0.8125,0.8361,0.5476
0.837,0.8151,0.8387,0.5373
0.8356,0.8122,0.8361,0.5475
0.8369,0.8139,0.8392,0.5391
0.8358,0.8116,0.8369,0.5476
0.8359,0.8133,0.8397,0.5366
0.8336,0.8122,0.8372,0.5486
0.8342,0.8131,0.84,0.536
0.8299,0.8123,0.8358,0.5502
0.8325,0.8141,0.8392,0.5372
0.8261,0.813,0.8359,0.5473
0.8311,0.8142,0.841,0.5378
0.8243,0.8135,0.8359,0.5509
0.8306,0.8143,0.8406,0.5386
0.8244,0.8141,0.8365,0.5499
0.829,0.8154,0.8409,0.5373
0.8228,0.8159,0.8357,0.5526
0.8265,0.8158,0.8413,0.5388
0.8232,0.8158,0.8364,0.5498
0.8282,0.8163,0.8421,0.5384
0.8241,0.8164,0.8364,0.5522
0.8282,0.8169,0.8412,0.5396
0.8274,0.8175,0.837,0.5508
0.8276,0.8174,0.8416,0.5394
0.8275,0.8176,0.8364,0.5526
0.8283,0.8181,0.8418,0.5405
0.8292,0.8179,0.8368,0.5532
0.8297,0.8177,0.8415,0.5389
0.8288,0.8176,0.837,0.5533
0.8312,0.8188,0.8426,0.5412
0.8304,0.8191,0.8381,0.5525
0.8323,0.8192,0.8429,0.5387
0.8312,0.8191,0.8376,0.5575
0.8339,0.819,0.8424,0.5415
0.8333,0.8188,0.8379,0.5535
0.8342,0.8184,0.842,0.5393
0.8335,0.819,0.8385,0.556
0.8348,0.8191,0.842,0.5445
0.8349,0.8189,0.839,0.5559
0.8366,0.8193,0.8436,0.5394
0.8365,0.8188,0.8398,0.5562
0.838,0.8189,0.843,0.5422
0.838,0.8186,0.8395,0.5538
0.8394,0.8183,0.8441,0.5406
0.8395,0.8192,0.8394,0.5581
0.8403,0.8195,0.844,0.5433
0.8413,0.8198,0.8416,0.5545
0.8411,0.8195,0.8443,0.5403
0.8415,0.8202,0.8398,0.5594
0.8432,0.8196,0.8444,0.5447
0.8408,0.8199,0.8397,0.5553
0.8439,0.8202,0.8446,0.541
0.8407,0.8203,0.8406,0.5602
0.8419,0.8199,0.8443,0.543
0.8386,0.8201,0.8416,0.5589
0.84,0.8201,0.8453,0.5422
0.838,0.8198,0.8418,0.56
0.8365,0.8198,0.8462,0.5434
0.8357,0.8202,0.8409,0.5577
0.8351,0.8204,0.8459,0.5412
0.8326,0.8207,0.8418,0.562
0.8329,0.8207,0.8448,0.5432
0.8312,0.8202,0.841,0.5599
0.8325,0.8203,0.845,0.5414
0.8302,0.8208,0.8422,0.5601
0.8326,0.8214,0.8459,0.545
0.83,0.8208,0.8411,0.5599
0.8322,0.8212,0.846,0.5414
0.8305,0.8206,0.842,0.5601
0.8334,0.821,0.8459,0.5444
0.8319,0.821,0.842,0.5602
0.8349,0.8218,0.8462,0.5439
0.8344,0.8211,0.8429,0.5611
0.8343,0.8213,0.8463,0.5438
0.8337,0.8209,0.8426,0.5621
0.8365,0.8212,0.8467,0.5443
0.8343,0.8205,0.8428,0.562
0.8379,0.8206,0.8466,0.5456
0.8348,0.8191,0.8405,0.5609
0.8391,0.8201,0.8465,0.5413
0.8356,0.8177,0.8414,0.5635
0.8407,0.8186,0.8462,0.5465
0.8389,0.8171,0.8422,0.5614
0.8404,0.8177,0.8466,0.544
0.8387,0.8167,0.8434,0.5618
0.84,0.8178,0.8467,0.5458
0.839,0.816,0.8428,0.5621
0.8403,0.8171,0.8464,0.5461
0.8397,0.8157,0.8439,0.5647
0.8401,0.8161,0.846,0.546
0.8386,0.8155,0.8431,0.5627
0.8397,0.8163,0.8463,0.5467
0.8381,0.8159,0.8418,0.5653
0.8372,0.8159,0.8473,0.5464
0.8361,0.815,0.8436,0.5626
0.8369,0.8151,0.8474,0.5444
0.8347,0.0,0.0,0.0
