epoch,loss,accuracy
1,2.283727773030599,0.0819
2,2.30625483194987,0.12
3,2.303945604960124,0.1844
4,2.2984541575113933,0.2653
5,2.2943794886271163,0.3521
6,2.2909619013468423,0.4284
7,2.2858809789021812,0.4886
8,2.282036463419596,0.5336
9,2.276056925455729,0.573
10,2.2730773289998374,0.5959
11,2.266895929972331,0.618
12,2.2620323181152346,0.6371
13,2.257896677652995,0.6516
14,2.2529576619466147,0.664
15,2.2480549494425452,0.6737
16,2.242696762084961,0.6823
17,2.2372107187906902,0.6935
18,2.2322690327962236,0.6963
19,2.227085558573405,0.7005
20,2.221942901611328,0.7058
21,2.21638126373291,0.7077
22,2.2111603418986006,0.7114
23,2.2047506968180337,0.7131
24,2.19942569732666,0.7161
25,2.193726412455241,0.7191
26,2.188999684651693,0.7233
27,2.1837706247965496,0.7263
28,2.178697204589844,0.7274
