Sum_aa1,Diag_aa1,FRSD_aa1,FROZEN_aa1
0.0,0.0,0.0,0.8916
0.0,0.0,0.0,0.8901
0.0,0.0,0.0,0.8917
0.0,0.0,0.0,0.8899
0.0,0.0,0.0,0.8912
0.0,0.0,0.0,0.8905
0.0,0.0,0.0,0.8908
0.0,0.0,0.0,0.8903
0.0,0.0,0.0,0.8906
0.0,0.0,0.0,0.8901
0.0,0.0,0.0,0.8907
0.0,0.0,0.0,0.8896
0.0,0.0,0.0,0.8904
0.0,0.0,0.0,0.8894
0.0,0.0,0.0,0.8901
0.0,0.0,0.0,0.8896
0.0,0.0,0.0,0.8902
0.0,0.0,0.0,0.8889
0.0,0.0,0.0,0.8904
0.0,0.0,0.0,0.8894
0.0,0.0,0.0,0.8903
0.0,0.0,0.0,0.8897
0.0,0.0,0.0,0.8902
0.0,0.0,0.0,0.8899
0.0,0.0,0.0,0.8905
0.0,0.0,0.0,0.89
0.0,0.0,0.0,0.8911
0.0,0.0,0.0,0.8893
0.0,0.0,0.0,0.8908
0.0,0.0,0.0,0.8905
0.0,0.0,0.0,0.8914
0.0,0.0,0.0,0.8903
0.0,0.0,0.0,0.8911
0.0,0.0,0.0,0.8907
0.0,0.0,0.0,0.8921
0.0,0.0,0.0,0.8905
0.0,0.0,0.0,0.8914
0.0,0.0,0.0,0.8908
0.0,0.0,0.0,0.8922
0.0,0.0,0.0,0.8908
0.0,0.0,0.0,0.8918
0.0,0.0,0.0,0.8914
0.0,0.0,0.0,0.892
0.0,0.0,0.0,0.8912
0.0,0.0,0.0,0.8923
0.0,0.0,0.0,0.8916
0.0,0.0,0.0,0.8922
0.0,0.0,0.0,0.8917
0.0,0.0,0.0,0.8929
0.0,0.0,0.0,0.892
0.0,0.0,0.0,0.8932
0.0,0.0,0.0,0.8926
0.0,0.0,0.0,0.8934
0.0,0.0,0.0,0.8927
0.0,0.0,0.0,0.8939
0.0,0.0,0.0,0.8934
0.0,0.0,0.0,0.8939
0.0,0.0,0.0,0.8943
0.0,0.0,0.0,0.8945
0.0,0.0,0.0,0.8945
0.0,0.0,0.0,0.8948
0.0,0.0,0.0,0.8951
0.0,0.0,0.0,0.8952
0.0,0.0,0.0,0.8951
0.0,0.0,0.0,0.8955
0.0,0.0,0.0,0.8954
0.0,0.0,0.0,0.8958
0.0,0.0,0.0,0.8954
0.0,0.0,0.0,0.896
0.0,0.0,0.0,0.8958
0.0,0.0,0.0,0.8964
0.0,0.0,0.0,0.896
0.0,0.0,0.0,0.8969
0.0,0.0,0.0,0.8965
0.0,0.0,0.0,0.8964
0.0,0.0,0.0,0.8965
0.0,0.0,0.0,0.8971
0.0,0.0,0.0,0.8964
0.0,0.0,0.0,0.8974
0.0,0.0,0.0,0.8969
0.0,0.0,0.0,0.8974
0.0,0.0,0.0,0.8972
0.0,0.0,0.0,0.8979
0.0,0.0,0.0,0.897
0.0,0.0,0.0,0.8974
0.0,0.0,0.0,0.897
0.0,0.0,0.0,0.8978
0.0,0.0,0.0,0.8969
0.0,0.0,0.0,0.8978
0.0,0.0,0.0,0.8975
0.0,0.0,0.0,0.8981
0.0,0.0,0.0,0.8977
0.0,0.0,0.0,0.8979
0.0,0.0,0.0,0.8979
0.0,0.0,0.0,0.8983
0.0,0.0,0.0,0.8978
0.0,0.0,0.0,0.8987
0.0,0.0,0.0,0.8978
0.0,0.0,0.0,0.8988
0.0,0.0,0.0,0.8983
0.0,0.0,0.0,0.8993
0.0,0.0,0.0,0.8986
0.0,0.0,0.0,0.8988
0.0,0.0,0.0,0.8984
0.0,0.0,0.0,0.8989
0.0,0.0,0.0,0.8985
0.0,0.0,0.0,0.8995
0.0,0.0,0.0,0.8989
0.0,0.0,0.0,0.8996
0.0,0.0,0.0,0.8988
0.0,0.0,0.0,0.9002
0.0,0.0,0.0,0.8991
0.0,0.0,0.0,0.9
0.0,0.0,0.0,0.8994
0.0,0.0,0.0,0.8998
0.0,0.0,0.0,0.8997
0.0,0.0,0.0,0.9001
0.0,0.0,0.0,0.8996
0.0,0.0,0.0,0.9005
0.0,0.0,0.0,0.9001
0.0,0.0,0.0,0.9006
0.0,0.0,0.0,0.8997
0.0,0.0,0.0,0.9006
0.0,0.0,0.0,0.8999
0.0,0.0,0.0,0.9015
0.0,0.0,0.0,0.9
0.0,0.0,0.0,0.901
0.0,0.0,0.0,0.8998
0.0,0.0,0.0,0.9012
0.0,0.0,0.0,0.8999
0.0,0.0,0.0,0.9019
0.0,0.0,0.0,0.9
0.0,0.0,0.0,0.902
0.0,0.0,0.0,0.9004
0.0,0.0,0.0,0.9025
0.0,0.0,0.0,0.9017
0.0,0.0,0.0,0.9023
0.0,0.0,0.0,0.8999
0.0,0.0,0.0,0.9022
0.0,0.0,0.0,0.9004
0.0,0.0,0.0,0.9023
0.0,0.0,0.0,0.9005
0.0,0.0,0.0,0.9025
0.0,0.0,0.0,0.9006
0.0,0.0,0.0,0.9023
0.0,0.0,0.0,0.9006
0.0,0.0,0.0,0.9026
0.0,0.0,0.0,0.9002
0.0,0.0,0.0,0.9032
0.0,0.0,0.0,0.9007
0.0,0.0,0.0,0.9024
0.0,0.0,0.0,0.9005
0.0,0.0,0.0,0.9032
0.0,0.0,0.0,0.9018
0.0,0.0,0.0,0.9021
0.0,0.0,0.0,0.901
0.0,0.0,0.0,0.9031
0.0,0.0,0.0,0.9018
0.0,0.0,0.0,0.9014
0.0,0.0,0.0,0.9013
0.0,0.0,0.0,0.9031
0.0,0.0,0.0,0.9018
0.0,0.0,0.0,0.9014
0.0,0.0,0.0,0.9018
0.0,0.0,0.0,0.9028
0.0,0.0,0.0,0.9028
0.0,0.0,0.0,0.9016
0.0,0.0,0.0,0.9018
0.0,0.0,0.0,0.9034
0.0,0.0,0.0,0.9031
0.0,0.0,0.0,0.9014
0.0,0.0,0.0,0.9018
0.0,0.0,0.0,0.9029
0.0,0.0,0.0,0.9035
0.0,0.0,0.0,0.9016
0.0,0.0,0.0,0.9009
0.0,0.0,0.0,0.9027
0.0,0.0,0.0,0.9029
0.0,0.0,0.0,0.9018
0.0,0.0,0.0,0.9011
0.0,0.0,0.0,0.9028
0.0,0.0,0.0,0.9031
0.0,0.0,0.0,0.9022
0.0,0.0,0.0,0.9007
0.0,0.0,0.0,0.902
0.0,0.0,0.0,0.9032
0.0,0.0,0.0,0.9022
0.0,0.0,0.0,0.9013
0.0,0.0,0.0,0.9026
0.0,0.0,0.0,0.9024
0.0,0.0,0.0,0.9024
0.0,0.0,0.0,0.9021
0.0,0.0,0.0,0.903
0.0,0.0,0.0,0.9039
0.0,0.0,0.0,0.9022
0.0,0.0,0.0,0.9012
0.0,0.0,0.0,0.9037
0.0,0.0,0.0,0.9033
0.0,0.0,0.0,0.9017
0.0,0.0,0.0,0.9016
0.0,0.0,0.0,0.9038
0.0,0.0,0.0,0.9027
0.0,0.0,0.0,0.9017
0.0,0.0,0.0,0.9016
0.0,0.0,0.0,0.9044
0.0,0.0,0.0,0.9031
0.0,0.0,0.0,0.9017
0.0,0.0,0.0,0.9013
0.0,0.0,0.0,0.9035
0.0,0.0,0.0,0.9027
0.0,0.0,0.0,0.9026
0.0,0.0,0.0,0.902
0.0,0.0,0.0,0.904
