epoch,loss,accuracy
1,2.098924255371094,0.101
2,2.301697540283203,0.1386
3,2.3374436378479,0.1815
4,2.3434025764465334,0.2221
5,2.3357595443725585,0.2559
6,2.343517303466797,0.3059
7,2.3289163589477537,0.3234
8,2.333914566040039,0.3712
9,2.3114768981933596,0.4027
10,2.321517086029053,0.4353
11,2.309207248687744,0.467
12,2.312015628814697,0.4958
13,2.306918525695801,0.534
14,2.305731773376465,0.5695
15,2.303567886352539,0.5996
16,2.3043100357055666,0.6269
17,2.3023983001708985,0.643
18,2.3024127006530763,0.6593
19,2.3001311302185057,0.6701
20,2.3033291816711428,0.6766
21,2.301888275146484,0.68
22,2.2989932060241696,0.6856
23,2.299184513092041,0.6873
24,2.2979141235351563,0.6888
25,2.2973893165588377,0.6932
26,2.297664833068848,0.695
27,2.2977578163146974,0.6964
28,2.295744800567627,0.6947
29,2.299176788330078,0.6995
30,2.2947206497192383,0.7003
31,2.296530151367188,0.6973
32,2.2959790229797363,0.6986
33,2.2971208572387694,0.701
34,2.295330810546875,0.704
35,2.296469879150391,0.7035
36,2.2977999687194828,0.7058
37,2.2960425376892086,0.7049
38,2.296849822998047,0.7095
39,2.2988078117370607,0.7126
40,2.2975128173828123,0.7113
41,2.2983421325683593,0.7096
42,2.298536682128906,0.7094
43,2.2987086296081545,0.7081
44,2.2965888023376464,0.7061
45,2.2978940963745114,0.7057
46,2.2974382400512696,0.7062
47,2.294347381591797,0.706
48,2.2931540489196776,0.7081
49,2.29301118850708,0.7039
50,2.2952404975891114,0.7037
51,2.295474433898926,0.7045
52,2.2966028213500973,0.7058
53,2.296846389770508,0.7022
54,2.292151546478271,0.7085
55,2.290871524810791,0.7066
56,2.290589141845703,0.7059
57,2.288839340209961,0.6988
58,2.2916187286376957,0.7026
59,2.2887797355651855,0.703
60,2.28663330078125,0.7014
61,2.285809135437012,0.7012
62,2.2850204467773434,0.7012
63,2.284655666351318,0.6994
64,2.285013961791992,0.6995
65,2.282368850708008,0.6977
66,2.284504985809326,0.7
67,2.2807573318481444,0.7024
68,2.281572151184082,0.7027
69,2.2796680450439455,0.7032
70,2.2822664260864256,0.7044
71,2.2759096145629885,0.7015
72,2.2799747467041014,0.7044
73,2.2774423599243163,0.7063
74,2.280814075469971,0.7057
75,2.2799249649047852,0.703
76,2.2806200981140137,0.7045
77,2.2823057174682617,0.704
78,2.2816421508789064,0.7036
79,2.283292293548584,0.7073
80,2.283692169189453,0.7101
81,2.293509578704834,0.7134
82,2.296235752105713,0.717
83,2.302863883972168,0.7204
84,2.3085182189941404,0.7214
85,2.310731887817383,0.723
86,2.307120132446289,0.7242
87,2.3052652359008787,0.72
88,2.3061800956726075,0.7245
89,2.304810905456543,0.7243
90,2.297690582275391,0.7291
91,2.2846006393432616,0.7286
92,2.2802732467651365,0.7255
93,2.2781928062438963,0.7193
94,2.2741464614868163,0.7189
95,2.2693224906921388,0.7207
96,2.2694033622741703,0.7195
97,2.2657508850097656,0.7165
98,2.265777587890625,0.7201
99,2.2646724700927736,0.7201
100,2.264161396026611,0.718
