epoch,loss,accuracy
0,2.14,0.10
1,2.175576734542847,0.1593
2,2.208537244796753,0.2638
3,2.0366314729054764,0.4632
4,2.1461142857869464,0.5729
5,2.1175217787424723,0.6343
6,2.0841262499491373,0.6608
7,2.11303277015686,0.673
8,2.0942232608795166,0.677
9,2.090970341364543,0.6852
10,2.094124921162923,0.6902
11,2.0877257506052653,0.6822
12,2.081025743484497,0.6833
13,2.084517033894857,0.6739
14,2.077660655975342,0.6823
15,2.0729411760965983,0.6858
16,2.0721603552500407,0.6903
17,2.0650402386983235,0.6896
18,2.0659527619679765,0.677
19,2.0647513548533127,0.6859
20,2.061525901158651,0.6832
21,2.054049189885457,0.6881
22,2.052296574910482,0.6983
23,2.0540209929148356,0.6991
24,2.048228693008423,0.7003
25,2.042536687850952,0.6985
26,2.0417091210683185,0.701
27,2.0421405633290606,0.6996
28,2.035444196065267,0.7112
29,2.0361547787984215,0.7198
30,2.029504044850667,0.7181
31,2.0347767194112145,0.7199
32,2.030390469233195,0.7156
33,2.0221379280090335,0.7301
34,2.0172764937082923,0.7301
35,2.0181058724721272,0.7227
36,2.020417245229085,0.7225
37,2.009290011723836,0.7338
38,2.0084806124369305,0.7334
39,2.0070361773173016,0.7331
40,2.003116257985433,0.725
41,2.0033849557240804,0.7242
42,1.9918136278788248,0.7358
43,1.984834051132202,0.7303
44,1.995528523127238,0.7272
45,1.9930363178253174,0.7262
46,1.9777089277903244,0.7276
47,1.9866645177205406,0.7269
48,1.9872871081034342,0.7259
49,1.9794498920440675,0.7188
50,1.968704414367676,0.7305
51,1.9619980017344159,0.7243
52,1.9606613794962566,0.7273
53,1.9741124788920086,0.7253
54,1.9724984169006348,0.7235
55,1.9536096731821695,0.733
56,1.9362193743387859,0.7386
57,1.9494077841440838,0.7282
58,1.955650933583577,0.7265
59,1.955762942632039,0.7217
60,1.9401569843292237,0.7287
61,1.9239467144012454,0.73
62,1.930874252319336,0.7288
63,1.9542452812194826,0.7384
64,1.9322300116221112,0.7288
65,1.917164913813273,0.7336
66,1.917344681421916,0.7354
67,1.9274797280629477,0.7297
68,1.9267924149831135,0.7326
69,1.9060589790344238,0.7414
70,1.8935296058654787,0.7358
71,1.9038231213887533,0.7343
72,1.922146224975586,0.7418
73,1.9209872404734292,0.7402
74,1.8956677436828608,0.7376
75,1.8729571501413982,0.7456
76,1.878048324584961,0.7444
77,1.8792780399322506,0.7425
78,1.8854094664255776,0.7384
79,1.8845161437988283,0.7399
80,1.8645776112874348,0.7375
81,1.856560468673706,0.7384
82,1.875345198313395,0.736
83,1.8820655028025304,0.738
84,1.858940060933431,0.7398
85,1.8553799470265708,0.7437
86,1.8400184631347656,0.7455
87,1.844953997929891,0.741
88,1.8472767988840741,0.7428
89,1.8341349283854165,0.7424
90,1.8224479039510089,0.7463
91,1.8291148980458578,0.7432
92,1.822041416168213,0.749
93,1.8439979871114094,0.7441
94,1.8615339279174803,0.7396
95,1.8194041570027668,0.7442
96,1.8021439234415688,0.7475
97,1.8117774486541747,0.7438
98,1.7910491148630776,0.7512
99,1.79038880666097,0.7479
100,1.8009158293406167,0.7431
