Epoch,Train_Loss,Test_Loss,Test_Accuracy
1,2.4352637034654614,2.3085215735435485,0.1
2,2.2446881198883055,2.34181476354599,0.1116
3,2.177000722587109,2.1129483246803282,0.2113
4,2.134040346741676,1.9977169680595397,0.2534
5,2.0868388235569,1.9356356251239777,0.2859
6,2.0555605942010873,1.8459499073028565,0.3243
7,2.0294249966740607,1.8219294989109038,0.3291
8,2.005027077794075,1.808582671880722,0.3367
9,1.9512909081578254,1.7331422817707063,0.3678
10,1.9421053698658945,1.694697996377945,0.3833
11,1.9127758422493937,1.6878676629066467,0.3805
12,1.8789205849170685,1.614179518222809,0.4071
13,1.867982034087181,1.6493349611759185,0.3975
14,1.8576461488008493,1.6148938703536988,0.4029
15,1.8229267588257791,1.588989667892456,0.4153
16,1.807556077837944,1.5325826704502106,0.4288
17,1.7879095163941383,1.5338751089572906,0.4317
18,1.7753204238414764,1.5068781232833863,0.4418
19,1.755294636487961,1.4787590324878692,0.4492
20,1.7557757210731508,1.4598266851902009,0.4588
21,1.7399389460682868,1.4470967888832091,0.4623
22,1.716261004805565,1.413326963186264,0.4747
23,1.7133236882090572,1.396159222126007,0.4861
24,1.6720095494389533,1.3657377207279204,0.4959
25,1.675549357831478,1.353759548664093,0.5038
26,1.6662503120303154,1.3563323974609376,0.5043
27,1.618770639002323,1.3030250835418702,0.5206
28,1.6238392862677575,1.2874756395816802,0.5326
29,1.6028678670525551,1.2784519481658936,0.5357
30,1.5934261730313302,1.2633838438987732,0.536
31,1.577550899386406,1.2267831456661225,0.5563
32,1.5429439607262612,1.2131220519542694,0.5585
33,1.4793890291452403,1.1609150391817094,0.5802
34,1.495643666982651,1.161381446123123,0.5778
35,1.4921303308010105,1.1434621649980545,0.5862
36,1.4563491582870478,1.105664701461792,0.6016
37,1.4337556445598603,1.0871972775459289,0.6073
38,1.4059640371799467,1.0651588076353073,0.6155
39,1.3845164769887925,1.0418741911649705,0.6276
40,1.4012535634636878,1.0542830514907837,0.6193
41,1.3584453634917737,1.0063625597953796,0.6411
42,1.3387723299860954,0.9909167188405991,0.6465
43,1.3296004962921142,0.9762581557035446,0.6514
44,1.3057700341939926,0.9666679883003235,0.6523
45,1.2886363117396833,0.9437670832872391,0.6647
46,1.2592252825200556,0.923640341758728,0.67
47,1.2557544590532779,0.9167386251688003,0.6689
48,1.2329524202644824,0.8965811282396317,0.6757
49,1.231816850155592,0.8859960007667541,0.683
50,1.210127389729023,0.8723114162683487,0.6844
51,1.1815657694637776,0.8569283890724182,0.6961
52,1.1779152120649814,0.8369339603185654,0.7008
53,1.1346724228560927,0.823307728767395,0.706
54,1.138234404027462,0.806344193816185,0.7119
55,1.1264835746586326,0.8020211768150329,0.7136
56,1.120598122626543,0.792976239323616,0.7143
57,1.1060215899348258,0.7769557729363441,0.724
58,1.0756845420598984,0.7595807835459709,0.73
59,1.0697393502295016,0.7576923087239266,0.7287
60,1.0722276580333712,0.7460905203223228,0.7319
61,1.0443090967833997,0.7324116298556328,0.7398
62,1.0384799298644065,0.7237734776735306,0.7438
63,1.0182645605504512,0.713377278149128,0.7487
64,1.0037203580141063,0.7069590505957604,0.75
65,0.9913949090242387,0.6875029271841049,0.758
66,0.9780490702390671,0.6923143380880356,0.7554
